From Bus,To Bus,Resistance,Reactance,Susceptance,RateA,RateB,RateC,Ratio,Angle,Status,Min Angle Difference,Max Angle Difference,G,B
22.0,23.0,0.0342,0.159,0.0404,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.293,6.011
23.0,24.0,0.0135,0.0492,0.0498,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,5.187,18.902
23.0,25.0,0.0156,0.08,0.0864,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.348,12.042
26.0,25.0,0.0,0.0382,0.0,0.0,0.0,0.0,0.96,0.0,1.0,-360.0,360.0,0.0,26.178
25.0,27.0,0.0318,0.163,0.1764,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.153,5.91
27.0,28.0,0.01913,0.0855,0.0216,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.492,11.138
28.0,29.0,0.0237,0.0943,0.0238,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.507,9.974
30.0,17.0,0.0,0.0388,0.0,0.0,0.0,0.0,0.96,0.0,1.0,-360.0,360.0,0.0,25.773
8.0,30.0,0.00431,0.0504,0.514,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.684,19.697
26.0,30.0,0.00799,0.086,0.908,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.071,11.528
17.0,31.0,0.0474,0.1563,0.0399,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.777,5.859
29.0,31.0,0.0108,0.0331,0.0083,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,8.909,27.305
23.0,32.0,0.0317,0.1153,0.1173,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.217,8.064
31.0,32.0,0.0298,0.0985,0.0251,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.814,9.301
27.0,32.0,0.0229,0.0755,0.01926,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.679,12.129
15.0,33.0,0.038,0.1244,0.03194,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.246,7.353
19.0,34.0,0.0752,0.247,0.0632,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.128,3.705
35.0,36.0,0.00224,0.0102,0.00268,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,20.54,93.529
35.0,37.0,0.011,0.0497,0.01318,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,4.245,19.181
33.0,37.0,0.0415,0.142,0.0366,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.896,6.488
34.0,36.0,0.00871,0.0268,0.00568,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,10.968,33.749
34.0,37.0,0.00256,0.0094,0.00984,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,26.972,99.037
38.0,37.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.935,0.0,1.0,-360.0,360.0,0.0,26.667
37.0,39.0,0.0321,0.106,0.027,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.617,8.641
37.0,40.0,0.0593,0.168,0.042,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.868,5.293
30.0,38.0,0.00464,0.054,0.422,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.58,18.383
39.0,40.0,0.0184,0.0605,0.01552,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,4.601,15.13
40.0,41.0,0.0145,0.0487,0.01222,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,5.616,18.862
40.0,42.0,0.0555,0.183,0.0466,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.518,5.004
41.0,42.0,0.041,0.135,0.0344,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.06,6.782
43.0,44.0,0.0608,0.2454,0.06068,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.951,3.839
34.0,43.0,0.0413,0.1681,0.04226,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.378,5.61
44.0,45.0,0.0224,0.0901,0.0224,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.599,10.453
45.0,46.0,0.04,0.1356,0.0332,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.001,6.784
46.0,47.0,0.038,0.127,0.0316,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.162,7.227
46.0,48.0,0.0601,0.189,0.0472,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.528,4.805
47.0,49.0,0.0191,0.0625,0.01604,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,4.472,14.633
42.0,49.0,0.0715,0.323,0.086,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.653,2.951
42.0,49.0,0.0715,0.323,0.086,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.653,2.951
45.0,49.0,0.0684,0.186,0.0444,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.742,4.736
48.0,49.0,0.0179,0.0505,0.01258,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,6.235,17.592
49.0,50.0,0.0267,0.0752,0.01874,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,4.193,11.809
49.0,51.0,0.0486,0.137,0.0342,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.3,6.483
51.0,52.0,0.0203,0.0588,0.01396,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,5.246,15.196
52.0,53.0,0.0405,0.1635,0.04058,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.427,5.763
53.0,54.0,0.0263,0.122,0.031,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.689,7.833
49.0,54.0,0.073,0.289,0.0738,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.822,3.253
49.0,54.0,0.0869,0.291,0.073,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.942,3.155
54.0,55.0,0.0169,0.0707,0.0202,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.198,13.38
54.0,56.0,0.00275,0.00955,0.00732,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,27.844,96.694
55.0,56.0,0.00488,0.0151,0.00374,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,19.379,59.962
56.0,57.0,0.0343,0.0966,0.0242,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.264,9.193
50.0,57.0,0.0474,0.134,0.0332,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.346,6.633
56.0,58.0,0.0343,0.0966,0.0242,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.264,9.193
51.0,58.0,0.0255,0.0719,0.01788,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,4.382,12.354
54.0,59.0,0.0503,0.2293,0.0598,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.913,4.161
56.0,59.0,0.0825,0.251,0.0569,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.182,3.596
56.0,59.0,0.0803,0.239,0.0536,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.263,3.76
55.0,59.0,0.04739,0.2158,0.05646,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.971,4.421
59.0,60.0,0.0317,0.145,0.0376,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.439,6.582
59.0,61.0,0.0328,0.15,0.0388,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.391,6.362
60.0,61.0,0.00264,0.0135,0.01456,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,13.952,71.346
60.0,62.0,0.0123,0.0561,0.01468,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.729,17.008
61.0,62.0,0.00824,0.0376,0.0098,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,5.561,25.377
63.0,59.0,0.0,0.0386,0.0,0.0,0.0,0.0,0.96,0.0,1.0,-360.0,360.0,0.0,25.907
63.0,64.0,0.00172,0.02,0.216,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,4.268,49.633
64.0,61.0,0.0,0.0268,0.0,0.0,0.0,0.0,0.985,0.0,1.0,-360.0,360.0,0.0,37.313
38.0,65.0,0.00901,0.0986,1.046,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.919,10.058
64.0,65.0,0.00269,0.0302,0.38,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.926,32.852
49.0,66.0,0.018,0.0919,0.0248,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.053,10.479
49.0,66.0,0.018,0.0919,0.0248,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.053,10.479
62.0,66.0,0.0482,0.218,0.0578,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.967,4.373
62.0,67.0,0.0258,0.117,0.031,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.797,8.151
65.0,66.0,0.0,0.037,0.0,0.0,0.0,0.0,0.935,0.0,1.0,-360.0,360.0,0.0,27.027
66.0,67.0,0.0224,0.1015,0.02682,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.073,9.395
65.0,68.0,0.00138,0.016,0.638,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,5.351,62.038
47.0,69.0,0.0844,0.2778,0.07092,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.001,3.296
49.0,69.0,0.0985,0.324,0.0828,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.859,2.825
68.0,69.0,0.0,0.037,0.0,0.0,0.0,0.0,0.935,0.0,1.0,-360.0,360.0,0.0,27.027
69.0,70.0,0.03,0.127,0.122,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.762,7.458
24.0,70.0,0.00221,0.4115,0.10198,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.013,2.43
70.0,71.0,0.00882,0.0355,0.00878,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,6.592,26.531
24.0,72.0,0.0488,0.196,0.0488,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.196,4.804
71.0,72.0,0.0446,0.18,0.04444,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.297,5.234
71.0,73.0,0.00866,0.0454,0.01178,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,4.054,21.253
70.0,74.0,0.0401,0.1323,0.03368,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.098,6.923
70.0,75.0,0.0428,0.141,0.036,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.971,6.494
69.0,75.0,0.0405,0.122,0.124,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.451,7.383
74.0,75.0,0.0123,0.0406,0.01034,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,6.835,22.56
76.0,77.0,0.0444,0.148,0.0368,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.86,6.199
69.0,77.0,0.0309,0.101,0.1038,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.77,9.054
75.0,77.0,0.0601,0.1999,0.04978,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.379,4.588
77.0,78.0,0.00376,0.0124,0.01264,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,22.395,73.855
78.0,79.0,0.00546,0.0244,0.00648,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,8.734,39.029
77.0,80.0,0.017,0.0485,0.0472,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,6.436,18.363
77.0,80.0,0.0294,0.105,0.0228,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.473,8.831
79.0,80.0,0.0156,0.0704,0.0187,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.0,13.54
68.0,81.0,0.00175,0.0202,0.808,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,4.257,49.136
81.0,80.0,0.0,0.037,0.0,0.0,0.0,0.0,0.935,0.0,1.0,-360.0,360.0,0.0,27.027
77.0,82.0,0.0298,0.0853,0.08174,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.65,10.448
82.0,83.0,0.0112,0.03665,0.03796,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,7.626,24.955
83.0,84.0,0.0625,0.132,0.0258,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.93,6.188
83.0,85.0,0.043,0.148,0.0348,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.81,6.231
84.0,85.0,0.0302,0.0641,0.01234,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,6.015,12.767
85.0,86.0,0.035,0.123,0.0276,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.14,7.521
86.0,87.0,0.02828,0.2074,0.0445,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.645,4.734
85.0,88.0,0.02,0.102,0.0276,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.851,9.441
85.0,89.0,0.0239,0.173,0.047,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.784,5.672
88.0,89.0,0.0139,0.0712,0.01934,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.641,13.529
89.0,90.0,0.0518,0.188,0.0528,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.362,4.944
89.0,90.0,0.0238,0.0997,0.106,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.265,9.489
90.0,91.0,0.0254,0.0836,0.0214,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.327,10.951
89.0,92.0,0.0099,0.0505,0.0548,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.738,19.069
89.0,92.0,0.0393,0.1581,0.0414,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.481,5.957
91.0,92.0,0.0387,0.1272,0.03268,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.189,7.196
92.0,93.0,0.0258,0.0848,0.0218,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.284,10.793
92.0,94.0,0.0481,0.158,0.0406,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.763,5.792
93.0,94.0,0.0223,0.0732,0.01876,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.808,12.501
94.0,95.0,0.0132,0.0434,0.0111,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,6.415,21.09
80.0,96.0,0.0356,0.182,0.0494,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.035,5.292
82.0,96.0,0.0162,0.053,0.0544,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,5.274,17.256
94.0,96.0,0.0269,0.0869,0.023,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.251,10.501
80.0,97.0,0.0183,0.0934,0.0254,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.02,10.311
80.0,98.0,0.0238,0.108,0.0286,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.946,8.83
80.0,99.0,0.0454,0.206,0.0546,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.02,4.63
92.0,100.0,0.0648,0.295,0.0472,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,0.71,3.234
94.0,100.0,0.0178,0.058,0.0604,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,4.836,15.757
95.0,96.0,0.0171,0.0547,0.01474,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,5.206,16.654
96.0,97.0,0.0173,0.0885,0.024,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.128,10.884
98.0,100.0,0.0397,0.179,0.0476,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.181,5.325
99.0,100.0,0.018,0.0813,0.0216,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.596,11.725
100.0,101.0,0.0277,0.1262,0.0328,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.659,7.56
92.0,102.0,0.0123,0.0559,0.01464,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.754,17.063
101.0,102.0,0.0246,0.112,0.0294,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.871,8.518
100.0,103.0,0.016,0.0525,0.0536,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,5.312,17.429
100.0,104.0,0.0451,0.204,0.0541,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.033,4.674
103.0,104.0,0.0466,0.1584,0.0407,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.709,5.81
103.0,105.0,0.0535,0.1625,0.0408,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.828,5.552
100.0,106.0,0.0605,0.229,0.062,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.078,4.082
104.0,105.0,0.00994,0.0378,0.00986,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,6.507,24.744
105.0,106.0,0.014,0.0547,0.01434,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,4.391,17.158
105.0,107.0,0.053,0.183,0.0472,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.46,5.042
105.0,108.0,0.0261,0.0703,0.01844,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,4.641,12.502
106.0,107.0,0.053,0.183,0.0472,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.46,5.042
108.0,109.0,0.0105,0.0288,0.0076,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,11.174,30.648
103.0,110.0,0.03906,0.1813,0.0461,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.136,5.271
109.0,110.0,0.0278,0.0762,0.0202,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,4.225,11.582
110.0,111.0,0.022,0.0755,0.02,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.557,12.208
110.0,112.0,0.0247,0.064,0.062,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,5.249,13.599
17.0,113.0,0.00913,0.0301,0.00768,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,9.228,30.423
32.0,113.0,0.0615,0.203,0.0518,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.367,4.512
32.0,114.0,0.0135,0.0612,0.01628,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,3.437,15.582
27.0,115.0,0.0164,0.0741,0.01972,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,2.847,12.865
114.0,115.0,0.0023,0.0104,0.00276,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,20.273,91.67
68.0,116.0,0.00034,0.00405,0.164,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,20.583,245.186
12.0,117.0,0.0329,0.14,0.0358,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,1.591,6.769
75.0,118.0,0.0145,0.0481,0.01198,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,5.745,19.058
76.0,118.0,0.0164,0.0544,0.01356,0.0,0.0,0.0,0.0,0.0,1.0,-360.0,360.0,5.08,16.851
