Bus ID,Max Real Power Output,Min Real Power Output,Max React Power Output,Min React Power Output,Real Power Output,React Power Output
103.0,140.0,0.0,40.0,-15.0,1,4
104.0,100.0,0.0,23.0,-8.0,32,19
105.0,100.0,0.0,23.0,-8.0,44,-6
107.0,100.0,0.0,200.0,-200.0,73,7
110.0,100.0,0.0,23.0,-8.0,93,18
111.0,136.0,0.0,1000.0,-100.0,51,-74
112.0,100.0,0.0,1000.0,-100.0,95,-39
113.0,100.0,0.0,200.0,-100.0,43,-72
116.0,100.0,0.0,1000.0,-1000.0,31,325
100.0,352.0,0.0,155.0,-50.0,218,24
103.0,140.0,0.0,40.0,-15.0,25,22
104.0,100.0,0.0,23.0,-8.0,58,-2
105.0,100.0,0.0,23.0,-8.0,61,4
107.0,100.0,0.0,200.0,-200.0,28,-7
110.0,100.0,0.0,23.0,-8.0,62,-4
111.0,136.0,0.0,1000.0,-100.0,32,697
112.0,100.0,0.0,1000.0,-100.0,75,617
113.0,100.0,0.0,200.0,-100.0,53,123
116.0,100.0,0.0,1000.0,-1000.0,49,-454
100.0,352.0,0.0,155.0,-50.0,234,32
103.0,140.0,0.0,40.0,-15.0,18,-11
104.0,100.0,0.0,23.0,-8.0,20,19
105.0,100.0,0.0,23.0,-8.0,32,5
107.0,100.0,0.0,200.0,-200.0,74,-113
110.0,100.0,0.0,23.0,-8.0,3,-6
111.0,136.0,0.0,1000.0,-100.0,26,658
112.0,100.0,0.0,1000.0,-100.0,39,229
113.0,100.0,0.0,200.0,-100.0,42,82
116.0,100.0,0.0,1000.0,-1000.0,89,771
100.0,352.0,0.0,155.0,-50.0,164,9
103.0,140.0,0.0,40.0,-15.0,61,15
104.0,100.0,0.0,23.0,-8.0,35,17
105.0,100.0,0.0,23.0,-8.0,66,11
107.0,100.0,0.0,200.0,-200.0,44,68
110.0,100.0,0.0,23.0,-8.0,29,1
111.0,136.0,0.0,1000.0,-100.0,41,-46
112.0,100.0,0.0,1000.0,-100.0,48,-78
113.0,100.0,0.0,200.0,-100.0,29,49
116.0,100.0,0.0,1000.0,-1000.0,31,62
100.0,352.0,0.0,155.0,-50.0,127,44
103.0,140.0,0.0,40.0,-15.0,91,9
104.0,100.0,0.0,23.0,-8.0,91,6
105.0,100.0,0.0,23.0,-8.0,34,18
107.0,100.0,0.0,200.0,-200.0,78,108
110.0,100.0,0.0,23.0,-8.0,33,17
111.0,136.0,0.0,1000.0,-100.0,102,332
112.0,100.0,0.0,1000.0,-100.0,75,704
113.0,100.0,0.0,200.0,-100.0,52,129
116.0,100.0,0.0,1000.0,-1000.0,72,-517
100.0,352.0,0.0,155.0,-50.0,322,-49
103.0,140.0,0.0,40.0,-15.0,3,-4
104.0,100.0,0.0,23.0,-8.0,27,4
105.0,100.0,0.0,23.0,-8.0,90,-1
107.0,100.0,0.0,200.0,-200.0,58,-168
110.0,100.0,0.0,23.0,-8.0,72,19
111.0,136.0,0.0,1000.0,-100.0,17,801
112.0,100.0,0.0,1000.0,-100.0,16,931
113.0,100.0,0.0,200.0,-100.0,68,-45
116.0,100.0,0.0,1000.0,-1000.0,36,-293
100.0,352.0,0.0,155.0,-50.0,129,-27
103.0,140.0,0.0,40.0,-15.0,88,-11
104.0,100.0,0.0,23.0,-8.0,28,-8
105.0,100.0,0.0,23.0,-8.0,41,8
107.0,100.0,0.0,200.0,-200.0,11,-126
110.0,100.0,0.0,23.0,-8.0,83,10
111.0,136.0,0.0,1000.0,-100.0,34,-32
112.0,100.0,0.0,1000.0,-100.0,82,264
113.0,100.0,0.0,200.0,-100.0,3,173
116.0,100.0,0.0,1000.0,-1000.0,66,171
100.0,352.0,0.0,155.0,-50.0,20,133
103.0,140.0,0.0,40.0,-15.0,88,29
104.0,100.0,0.0,23.0,-8.0,54,13
105.0,100.0,0.0,23.0,-8.0,84,2
107.0,100.0,0.0,200.0,-200.0,62,-104
110.0,100.0,0.0,23.0,-8.0,68,-8
111.0,136.0,0.0,1000.0,-100.0,103,276
112.0,100.0,0.0,1000.0,-100.0,65,473
113.0,100.0,0.0,200.0,-100.0,89,105
116.0,100.0,0.0,1000.0,-1000.0,55,33
100.0,352.0,0.0,155.0,-50.0,292,91
103.0,140.0,0.0,40.0,-15.0,19,16
104.0,100.0,0.0,23.0,-8.0,92,4
105.0,100.0,0.0,23.0,-8.0,95,21
107.0,100.0,0.0,200.0,-200.0,52,-103
110.0,100.0,0.0,23.0,-8.0,40,1
111.0,136.0,0.0,1000.0,-100.0,105,854
112.0,100.0,0.0,1000.0,-100.0,53,400
113.0,100.0,0.0,200.0,-100.0,28,185
116.0,100.0,0.0,1000.0,-1000.0,26,390
100.0,352.0,0.0,155.0,-50.0,315,57
103.0,140.0,0.0,40.0,-15.0,120,25
104.0,100.0,0.0,23.0,-8.0,0,22
105.0,100.0,0.0,23.0,-8.0,3,6
107.0,100.0,0.0,200.0,-200.0,39,88
110.0,100.0,0.0,23.0,-8.0,16,3
111.0,136.0,0.0,1000.0,-100.0,61,-46
112.0,100.0,0.0,1000.0,-100.0,25,875
113.0,100.0,0.0,200.0,-100.0,71,-39
116.0,100.0,0.0,1000.0,-1000.0,40,-182
100.0,352.0,0.0,155.0,-50.0,10,-49
103.0,140.0,0.0,40.0,-15.0,76,6
104.0,100.0,0.0,23.0,-8.0,36,19
105.0,100.0,0.0,23.0,-8.0,96,3
107.0,100.0,0.0,200.0,-200.0,48,54
110.0,100.0,0.0,23.0,-8.0,28,13
111.0,136.0,0.0,1000.0,-100.0,83,74
112.0,100.0,0.0,1000.0,-100.0,60,754
113.0,100.0,0.0,200.0,-100.0,5,119
116.0,100.0,0.0,1000.0,-1000.0,92,-904
100.0,352.0,0.0,155.0,-50.0,282,106
103.0,140.0,0.0,40.0,-15.0,77,15
104.0,100.0,0.0,23.0,-8.0,82,9
105.0,100.0,0.0,23.0,-8.0,82,22
107.0,100.0,0.0,200.0,-200.0,29,153
110.0,100.0,0.0,23.0,-8.0,52,1
111.0,136.0,0.0,1000.0,-100.0,69,698
112.0,100.0,0.0,1000.0,-100.0,51,-68
113.0,100.0,0.0,200.0,-100.0,75,193
116.0,100.0,0.0,1000.0,-1000.0,14,41
100.0,352.0,0.0,155.0,-50.0,59,108
103.0,140.0,0.0,40.0,-15.0,24,-11
104.0,100.0,0.0,23.0,-8.0,90,12
105.0,100.0,0.0,23.0,-8.0,38,-2
107.0,100.0,0.0,200.0,-200.0,18,-174
110.0,100.0,0.0,23.0,-8.0,16,20
111.0,136.0,0.0,1000.0,-100.0,28,378
112.0,100.0,0.0,1000.0,-100.0,27,279
113.0,100.0,0.0,200.0,-100.0,74,-5
116.0,100.0,0.0,1000.0,-1000.0,54,-76
100.0,352.0,0.0,155.0,-50.0,170,81
103.0,140.0,0.0,40.0,-15.0,110,-10
104.0,100.0,0.0,23.0,-8.0,37,-6
105.0,100.0,0.0,23.0,-8.0,99,19
107.0,100.0,0.0,200.0,-200.0,88,-29
110.0,100.0,0.0,23.0,-8.0,56,21
111.0,136.0,0.0,1000.0,-100.0,14,641
112.0,100.0,0.0,1000.0,-100.0,72,803
113.0,100.0,0.0,200.0,-100.0,31,103
116.0,100.0,0.0,1000.0,-1000.0,96,-996
100.0,352.0,0.0,155.0,-50.0,13,95
103.0,140.0,0.0,40.0,-15.0,6,-10
104.0,100.0,0.0,23.0,-8.0,97,-8
105.0,100.0,0.0,23.0,-8.0,8,8
107.0,100.0,0.0,200.0,-200.0,3,9
110.0,100.0,0.0,23.0,-8.0,83,-8
111.0,136.0,0.0,1000.0,-100.0,113,-23
112.0,100.0,0.0,1000.0,-100.0,69,-55
113.0,100.0,0.0,200.0,-100.0,36,188
116.0,100.0,0.0,1000.0,-1000.0,13,830
100.0,352.0,0.0,155.0,-50.0,154,53
103.0,140.0,0.0,40.0,-15.0,107,8
104.0,100.0,0.0,23.0,-8.0,91,13
105.0,100.0,0.0,23.0,-8.0,93,2
107.0,100.0,0.0,200.0,-200.0,10,118
110.0,100.0,0.0,23.0,-8.0,82,12
111.0,136.0,0.0,1000.0,-100.0,87,-100
112.0,100.0,0.0,1000.0,-100.0,8,106
113.0,100.0,0.0,200.0,-100.0,82,27
116.0,100.0,0.0,1000.0,-1000.0,14,485
100.0,352.0,0.0,155.0,-50.0,343,12
103.0,140.0,0.0,40.0,-15.0,2,28
104.0,100.0,0.0,23.0,-8.0,74,14
105.0,100.0,0.0,23.0,-8.0,72,21
107.0,100.0,0.0,200.0,-200.0,12,155
110.0,100.0,0.0,23.0,-8.0,33,16
111.0,136.0,0.0,1000.0,-100.0,10,598
112.0,100.0,0.0,1000.0,-100.0,35,717
113.0,100.0,0.0,200.0,-100.0,99,-95
116.0,100.0,0.0,1000.0,-1000.0,54,366
100.0,352.0,0.0,155.0,-50.0,231,136
103.0,140.0,0.0,40.0,-15.0,15,8
104.0,100.0,0.0,23.0,-8.0,77,5
105.0,100.0,0.0,23.0,-8.0,55,-4
107.0,100.0,0.0,200.0,-200.0,20,57
110.0,100.0,0.0,23.0,-8.0,73,4
111.0,136.0,0.0,1000.0,-100.0,112,8
112.0,100.0,0.0,1000.0,-100.0,91,330
113.0,100.0,0.0,200.0,-100.0,44,-78
116.0,100.0,0.0,1000.0,-1000.0,84,886
100.0,352.0,0.0,155.0,-50.0,334,136
103.0,140.0,0.0,40.0,-15.0,90,29
104.0,100.0,0.0,23.0,-8.0,98,12
105.0,100.0,0.0,23.0,-8.0,43,7
107.0,100.0,0.0,200.0,-200.0,58,-54
110.0,100.0,0.0,23.0,-8.0,7,-6
111.0,136.0,0.0,1000.0,-100.0,11,786
112.0,100.0,0.0,1000.0,-100.0,26,13
113.0,100.0,0.0,200.0,-100.0,43,130
116.0,100.0,0.0,1000.0,-1000.0,45,-888
100.0,352.0,0.0,155.0,-50.0,101,42
103.0,140.0,0.0,40.0,-15.0,114,9
104.0,100.0,0.0,23.0,-8.0,35,14
105.0,100.0,0.0,23.0,-8.0,88,7
107.0,100.0,0.0,200.0,-200.0,15,-135
110.0,100.0,0.0,23.0,-8.0,27,12
111.0,136.0,0.0,1000.0,-100.0,80,29
112.0,100.0,0.0,1000.0,-100.0,20,396
113.0,100.0,0.0,200.0,-100.0,3,82
116.0,100.0,0.0,1000.0,-1000.0,28,48
100.0,352.0,0.0,155.0,-50.0,318,39
103.0,140.0,0.0,40.0,-15.0,20,26
104.0,100.0,0.0,23.0,-8.0,59,6
105.0,100.0,0.0,23.0,-8.0,93,-1
107.0,100.0,0.0,200.0,-200.0,82,-78
110.0,100.0,0.0,23.0,-8.0,16,0
111.0,136.0,0.0,1000.0,-100.0,21,549
112.0,100.0,0.0,1000.0,-100.0,33,21
113.0,100.0,0.0,200.0,-100.0,4,33
116.0,100.0,0.0,1000.0,-1000.0,8,-909
100.0,352.0,0.0,155.0,-50.0,230,-8
103.0,140.0,0.0,40.0,-15.0,57,31
104.0,100.0,0.0,23.0,-8.0,65,14
105.0,100.0,0.0,23.0,-8.0,58,-8
107.0,100.0,0.0,200.0,-200.0,13,31
110.0,100.0,0.0,23.0,-8.0,77,-5
111.0,136.0,0.0,1000.0,-100.0,17,290
112.0,100.0,0.0,1000.0,-100.0,14,39
113.0,100.0,0.0,200.0,-100.0,98,66
116.0,100.0,0.0,1000.0,-1000.0,60,309
100.0,352.0,0.0,155.0,-50.0,173,30
103.0,140.0,0.0,40.0,-15.0,14,20
104.0,100.0,0.0,23.0,-8.0,78,-4
105.0,100.0,0.0,23.0,-8.0,7,8
107.0,100.0,0.0,200.0,-200.0,19,1
110.0,100.0,0.0,23.0,-8.0,16,16
111.0,136.0,0.0,1000.0,-100.0,79,560
112.0,100.0,0.0,1000.0,-100.0,48,807
113.0,100.0,0.0,200.0,-100.0,79,108
116.0,100.0,0.0,1000.0,-1000.0,14,-300
100.0,352.0,0.0,155.0,-50.0,109,-35
103.0,140.0,0.0,40.0,-15.0,105,21
104.0,100.0,0.0,23.0,-8.0,89,15
105.0,100.0,0.0,23.0,-8.0,53,-3
107.0,100.0,0.0,200.0,-200.0,93,-108
110.0,100.0,0.0,23.0,-8.0,20,11
111.0,136.0,0.0,1000.0,-100.0,68,301
112.0,100.0,0.0,1000.0,-100.0,37,-91
113.0,100.0,0.0,200.0,-100.0,7,109
116.0,100.0,0.0,1000.0,-1000.0,44,-426
100.0,352.0,0.0,155.0,-50.0,154,10
103.0,140.0,0.0,40.0,-15.0,9,16
104.0,100.0,0.0,23.0,-8.0,41,9
105.0,100.0,0.0,23.0,-8.0,29,1
107.0,100.0,0.0,200.0,-200.0,77,-159
110.0,100.0,0.0,23.0,-8.0,28,5
111.0,136.0,0.0,1000.0,-100.0,131,412
112.0,100.0,0.0,1000.0,-100.0,7,908
113.0,100.0,0.0,200.0,-100.0,28,-5
116.0,100.0,0.0,1000.0,-1000.0,99,486
100.0,352.0,0.0,155.0,-50.0,53,61
103.0,140.0,0.0,40.0,-15.0,134,8
104.0,100.0,0.0,23.0,-8.0,74,16
105.0,100.0,0.0,23.0,-8.0,82,-1
107.0,100.0,0.0,200.0,-200.0,23,169
110.0,100.0,0.0,23.0,-8.0,3,10
111.0,136.0,0.0,1000.0,-100.0,17,-26
112.0,100.0,0.0,1000.0,-100.0,66,237
113.0,100.0,0.0,200.0,-100.0,5,102
116.0,100.0,0.0,1000.0,-1000.0,18,-927
100.0,352.0,0.0,155.0,-50.0,29,33
103.0,140.0,0.0,40.0,-15.0,129,-3
104.0,100.0,0.0,23.0,-8.0,75,22
105.0,100.0,0.0,23.0,-8.0,24,4
107.0,100.0,0.0,200.0,-200.0,82,-67
110.0,100.0,0.0,23.0,-8.0,7,4
111.0,136.0,0.0,1000.0,-100.0,40,994
112.0,100.0,0.0,1000.0,-100.0,45,183
113.0,100.0,0.0,200.0,-100.0,86,158
116.0,100.0,0.0,1000.0,-1000.0,98,-266
100.0,352.0,0.0,155.0,-50.0,314,33
103.0,140.0,0.0,40.0,-15.0,57,-8
104.0,100.0,0.0,23.0,-8.0,35,22
105.0,100.0,0.0,23.0,-8.0,21,0
107.0,100.0,0.0,200.0,-200.0,80,-60
110.0,100.0,0.0,23.0,-8.0,44,21
111.0,136.0,0.0,1000.0,-100.0,117,852
112.0,100.0,0.0,1000.0,-100.0,25,438
113.0,100.0,0.0,200.0,-100.0,66,-100
116.0,100.0,0.0,1000.0,-1000.0,65,-774
100.0,352.0,0.0,155.0,-50.0,72,64
103.0,140.0,0.0,40.0,-15.0,2,38
104.0,100.0,0.0,23.0,-8.0,51,-2
105.0,100.0,0.0,23.0,-8.0,65,17
107.0,100.0,0.0,200.0,-200.0,3,-28
110.0,100.0,0.0,23.0,-8.0,85,-1
111.0,136.0,0.0,1000.0,-100.0,124,181
112.0,100.0,0.0,1000.0,-100.0,86,278
113.0,100.0,0.0,200.0,-100.0,71,70
116.0,100.0,0.0,1000.0,-1000.0,31,27
100.0,352.0,0.0,155.0,-50.0,173,132
103.0,140.0,0.0,40.0,-15.0,97,1
104.0,100.0,0.0,23.0,-8.0,29,20
105.0,100.0,0.0,23.0,-8.0,88,9
107.0,100.0,0.0,200.0,-200.0,54,-170
110.0,100.0,0.0,23.0,-8.0,84,21
111.0,136.0,0.0,1000.0,-100.0,7,-49
112.0,100.0,0.0,1000.0,-100.0,82,44
113.0,100.0,0.0,200.0,-100.0,67,1
116.0,100.0,0.0,1000.0,-1000.0,20,859
100.0,352.0,0.0,155.0,-50.0,19,21
103.0,140.0,0.0,40.0,-15.0,27,-10
104.0,100.0,0.0,23.0,-8.0,75,-6
105.0,100.0,0.0,23.0,-8.0,75,6
107.0,100.0,0.0,200.0,-200.0,29,-95
110.0,100.0,0.0,23.0,-8.0,8,4
111.0,136.0,0.0,1000.0,-100.0,73,386
112.0,100.0,0.0,1000.0,-100.0,14,746
113.0,100.0,0.0,200.0,-100.0,72,171
116.0,100.0,0.0,1000.0,-1000.0,36,644
100.0,352.0,0.0,155.0,-50.0,27,76
103.0,140.0,0.0,40.0,-15.0,90,38
104.0,100.0,0.0,23.0,-8.0,3,0
105.0,100.0,0.0,23.0,-8.0,2,-4
107.0,100.0,0.0,200.0,-200.0,44,53
110.0,100.0,0.0,23.0,-8.0,25,22
111.0,136.0,0.0,1000.0,-100.0,109,758
112.0,100.0,0.0,1000.0,-100.0,91,256
113.0,100.0,0.0,200.0,-100.0,58,99
116.0,100.0,0.0,1000.0,-1000.0,77,-106
100.0,352.0,0.0,155.0,-50.0,118,10
103.0,140.0,0.0,40.0,-15.0,85,38
104.0,100.0,0.0,23.0,-8.0,67,-1
105.0,100.0,0.0,23.0,-8.0,98,9
107.0,100.0,0.0,200.0,-200.0,44,158
110.0,100.0,0.0,23.0,-8.0,84,4
111.0,136.0,0.0,1000.0,-100.0,51,873
112.0,100.0,0.0,1000.0,-100.0,57,807
113.0,100.0,0.0,200.0,-100.0,2,-43
116.0,100.0,0.0,1000.0,-1000.0,27,504
100.0,352.0,0.0,155.0,-50.0,56,-41
103.0,140.0,0.0,40.0,-15.0,138,26
104.0,100.0,0.0,23.0,-8.0,41,10
105.0,100.0,0.0,23.0,-8.0,27,-7
107.0,100.0,0.0,200.0,-200.0,47,61
110.0,100.0,0.0,23.0,-8.0,49,11
111.0,136.0,0.0,1000.0,-100.0,76,166
112.0,100.0,0.0,1000.0,-100.0,63,94
113.0,100.0,0.0,200.0,-100.0,33,142
116.0,100.0,0.0,1000.0,-1000.0,63,-806
100.0,352.0,0.0,155.0,-50.0,301,-23
103.0,140.0,0.0,40.0,-15.0,56,16
104.0,100.0,0.0,23.0,-8.0,64,6
105.0,100.0,0.0,23.0,-8.0,67,10
107.0,100.0,0.0,200.0,-200.0,48,-165
110.0,100.0,0.0,23.0,-8.0,38,15
111.0,136.0,0.0,1000.0,-100.0,53,-18
112.0,100.0,0.0,1000.0,-100.0,60,341
113.0,100.0,0.0,200.0,-100.0,97,172
116.0,100.0,0.0,1000.0,-1000.0,86,868
100.0,352.0,0.0,155.0,-50.0,186,5
103.0,140.0,0.0,40.0,-15.0,101,30
104.0,100.0,0.0,23.0,-8.0,57,-8
105.0,100.0,0.0,23.0,-8.0,50,20
107.0,100.0,0.0,200.0,-200.0,39,85
110.0,100.0,0.0,23.0,-8.0,27,-2
111.0,136.0,0.0,1000.0,-100.0,8,59
112.0,100.0,0.0,1000.0,-100.0,11,797
113.0,100.0,0.0,200.0,-100.0,21,128
116.0,100.0,0.0,1000.0,-1000.0,0,512
100.0,352.0,0.0,155.0,-50.0,351,125
103.0,140.0,0.0,40.0,-15.0,14,15
104.0,100.0,0.0,23.0,-8.0,44,16
105.0,100.0,0.0,23.0,-8.0,66,2
107.0,100.0,0.0,200.0,-200.0,31,60
110.0,100.0,0.0,23.0,-8.0,15,5
111.0,136.0,0.0,1000.0,-100.0,30,152
112.0,100.0,0.0,1000.0,-100.0,42,393
113.0,100.0,0.0,200.0,-100.0,75,-49
116.0,100.0,0.0,1000.0,-1000.0,46,-546
100.0,352.0,0.0,155.0,-50.0,294,106
103.0,140.0,0.0,40.0,-15.0,83,34
104.0,100.0,0.0,23.0,-8.0,3,0
105.0,100.0,0.0,23.0,-8.0,55,1
107.0,100.0,0.0,200.0,-200.0,40,-90
110.0,100.0,0.0,23.0,-8.0,99,16
111.0,136.0,0.0,1000.0,-100.0,54,638
112.0,100.0,0.0,1000.0,-100.0,34,164
113.0,100.0,0.0,200.0,-100.0,65,14
116.0,100.0,0.0,1000.0,-1000.0,89,103
100.0,352.0,0.0,155.0,-50.0,230,121
103.0,140.0,0.0,40.0,-15.0,5,22
104.0,100.0,0.0,23.0,-8.0,42,3
105.0,100.0,0.0,23.0,-8.0,96,7
107.0,100.0,0.0,200.0,-200.0,65,124
110.0,100.0,0.0,23.0,-8.0,57,6
111.0,136.0,0.0,1000.0,-100.0,120,642
112.0,100.0,0.0,1000.0,-100.0,12,816
113.0,100.0,0.0,200.0,-100.0,55,-4
116.0,100.0,0.0,1000.0,-1000.0,4,639
100.0,352.0,0.0,155.0,-50.0,129,149
103.0,140.0,0.0,40.0,-15.0,64,16
104.0,100.0,0.0,23.0,-8.0,77,0
105.0,100.0,0.0,23.0,-8.0,9,8
107.0,100.0,0.0,200.0,-200.0,52,-165
110.0,100.0,0.0,23.0,-8.0,66,19
111.0,136.0,0.0,1000.0,-100.0,44,294
112.0,100.0,0.0,1000.0,-100.0,45,429
113.0,100.0,0.0,200.0,-100.0,97,191
116.0,100.0,0.0,1000.0,-1000.0,30,-956
100.0,352.0,0.0,155.0,-50.0,227,96
103.0,140.0,0.0,40.0,-15.0,138,39
104.0,100.0,0.0,23.0,-8.0,26,-5
105.0,100.0,0.0,23.0,-8.0,34,10
107.0,100.0,0.0,200.0,-200.0,77,-178
110.0,100.0,0.0,23.0,-8.0,59,-8
111.0,136.0,0.0,1000.0,-100.0,97,641
112.0,100.0,0.0,1000.0,-100.0,89,-79
113.0,100.0,0.0,200.0,-100.0,1,22
116.0,100.0,0.0,1000.0,-1000.0,41,439
100.0,352.0,0.0,155.0,-50.0,301,125
103.0,140.0,0.0,40.0,-15.0,56,10
104.0,100.0,0.0,23.0,-8.0,64,5
105.0,100.0,0.0,23.0,-8.0,16,16
107.0,100.0,0.0,200.0,-200.0,56,196
110.0,100.0,0.0,23.0,-8.0,4,-3
111.0,136.0,0.0,1000.0,-100.0,23,198
112.0,100.0,0.0,1000.0,-100.0,43,373
113.0,100.0,0.0,200.0,-100.0,25,-33
116.0,100.0,0.0,1000.0,-1000.0,74,395
100.0,352.0,0.0,155.0,-50.0,337,41
103.0,140.0,0.0,40.0,-15.0,31,25
104.0,100.0,0.0,23.0,-8.0,83,10
105.0,100.0,0.0,23.0,-8.0,52,6
107.0,100.0,0.0,200.0,-200.0,10,158
110.0,100.0,0.0,23.0,-8.0,48,11
111.0,136.0,0.0,1000.0,-100.0,62,519
112.0,100.0,0.0,1000.0,-100.0,16,234
113.0,100.0,0.0,200.0,-100.0,46,-2
116.0,100.0,0.0,1000.0,-1000.0,99,-148
100.0,352.0,0.0,155.0,-50.0,191,63
103.0,140.0,0.0,40.0,-15.0,106,12
104.0,100.0,0.0,23.0,-8.0,62,6
105.0,100.0,0.0,23.0,-8.0,63,15
107.0,100.0,0.0,200.0,-200.0,59,99
110.0,100.0,0.0,23.0,-8.0,60,3
111.0,136.0,0.0,1000.0,-100.0,13,618
112.0,100.0,0.0,1000.0,-100.0,4,496
113.0,100.0,0.0,200.0,-100.0,96,-77
116.0,100.0,0.0,1000.0,-1000.0,76,-83
100.0,352.0,0.0,155.0,-50.0,46,-3
103.0,140.0,0.0,40.0,-15.0,28,-6
104.0,100.0,0.0,23.0,-8.0,94,6
105.0,100.0,0.0,23.0,-8.0,47,14
107.0,100.0,0.0,200.0,-200.0,98,-133
110.0,100.0,0.0,23.0,-8.0,49,7
111.0,136.0,0.0,1000.0,-100.0,27,781
112.0,100.0,0.0,1000.0,-100.0,79,-29
113.0,100.0,0.0,200.0,-100.0,82,28
116.0,100.0,0.0,1000.0,-1000.0,20,631
100.0,352.0,0.0,155.0,-50.0,185,88
103.0,140.0,0.0,40.0,-15.0,44,23
104.0,100.0,0.0,23.0,-8.0,40,19
105.0,100.0,0.0,23.0,-8.0,50,5
107.0,100.0,0.0,200.0,-200.0,44,164
110.0,100.0,0.0,23.0,-8.0,2,-8
111.0,136.0,0.0,1000.0,-100.0,105,333
112.0,100.0,0.0,1000.0,-100.0,55,457
113.0,100.0,0.0,200.0,-100.0,9,-50
116.0,100.0,0.0,1000.0,-1000.0,96,133
100.0,352.0,0.0,155.0,-50.0,349,64
103.0,140.0,0.0,40.0,-15.0,129,6
104.0,100.0,0.0,23.0,-8.0,2,13
105.0,100.0,0.0,23.0,-8.0,71,16
107.0,100.0,0.0,200.0,-200.0,63,-67
110.0,100.0,0.0,23.0,-8.0,43,1
111.0,136.0,0.0,1000.0,-100.0,10,471
112.0,100.0,0.0,1000.0,-100.0,65,363
113.0,100.0,0.0,200.0,-100.0,49,64
116.0,100.0,0.0,1000.0,-1000.0,45,444
100.0,352.0,0.0,155.0,-50.0,278,84
103.0,140.0,0.0,40.0,-15.0,69,7
104.0,100.0,0.0,23.0,-8.0,4,6
105.0,100.0,0.0,23.0,-8.0,36,1
107.0,100.0,0.0,200.0,-200.0,49,36
110.0,100.0,0.0,23.0,-8.0,80,-5
111.0,136.0,0.0,1000.0,-100.0,20,722
112.0,100.0,0.0,1000.0,-100.0,86,-28
113.0,100.0,0.0,200.0,-100.0,3,-42
116.0,100.0,0.0,1000.0,-1000.0,97,-235
100.0,352.0,0.0,155.0,-50.0,106,54
103.0,140.0,0.0,40.0,-15.0,136,-12
104.0,100.0,0.0,23.0,-8.0,53,-6
105.0,100.0,0.0,23.0,-8.0,13,16
107.0,100.0,0.0,200.0,-200.0,84,-87
110.0,100.0,0.0,23.0,-8.0,41,4
111.0,136.0,0.0,1000.0,-100.0,76,701
112.0,100.0,0.0,1000.0,-100.0,10,148
113.0,100.0,0.0,200.0,-100.0,89,165
116.0,100.0,0.0,1000.0,-1000.0,38,690
100.0,352.0,0.0,155.0,-50.0,173,119
103.0,140.0,0.0,40.0,-15.0,83,25
104.0,100.0,0.0,23.0,-8.0,9,-4
105.0,100.0,0.0,23.0,-8.0,17,4
107.0,100.0,0.0,200.0,-200.0,8,-172
110.0,100.0,0.0,23.0,-8.0,34,0
111.0,136.0,0.0,1000.0,-100.0,8,-43
112.0,100.0,0.0,1000.0,-100.0,95,369
113.0,100.0,0.0,200.0,-100.0,86,145
116.0,100.0,0.0,1000.0,-1000.0,76,284
100.0,352.0,0.0,155.0,-50.0,151,-38
