Bus ID,Max Real Power Output,Min Real Power Output,Max React Power Output,Min React Power Output,Real Power Output,React Power Output
250,334.0,0.0,100.0,-100.0,263,-24
251,472.0,0.0,224.0,-224.0,464,93
252,430.0,0.0,350.0,0.0,102,204
253,285.0,0.0,120.0,0.0,121,43
254,510.0,0.0,224.0,-224.0,56,112
255,600.0,0.0,200.0,-200.0,441,-128
256,137.0,0.0,42.0,0.0,66,33
257,2399.005,0.0,10.0,0.0,2108,8
258,145.0,0.0,25.0,0.0,18,15
259,265.0,0.0,90.0,-90.0,55,-59
260,500.0,0.0,150.0,-150.0,199,-94
261,500.0,0.0,150.0,0.0,152,103
262,216.0,0.0,87.0,0.0,90,2
263,1392.0,0.0,600.0,-100.0,897,163
264,800.0,0.0,325.0,-125.0,5,139
265,653.0,0.0,300.0,-200.0,349,-168
267,100.0,0.0,2.0,-2.0,66,-1
292,100.0,0.0,17.35,-17.35,86,-5
294,100.0,0.0,12.83,-12.8,92,-3
295,150.0,0.0,38.0,-38.0,13,-6
296,108.0,0.0,6.0,-6.0,17,3
222,184.0,0.0,80.0,40.0,143,79
247,567.0,0.0,210.0,-210.0,340,-209
248,723.0,0.0,280.0,-280.0,596,-45
249,1310.0,0.0,420.0,-420.0,548,-253
250,334.0,0.0,100.0,-100.0,29,97
251,472.0,0.0,224.0,-224.0,235,78
252,430.0,0.0,350.0,0.0,77,339
253,285.0,0.0,120.0,0.0,108,76
254,510.0,0.0,224.0,-224.0,67,-113
255,600.0,0.0,200.0,-200.0,74,102
256,137.0,0.0,42.0,0.0,67,29
257,2399.005,0.0,10.0,0.0,1578,8
258,145.0,0.0,25.0,0.0,44,3
259,265.0,0.0,90.0,-90.0,213,83
260,500.0,0.0,150.0,-150.0,451,-76
261,500.0,0.0,150.0,0.0,136,64
262,216.0,0.0,87.0,0.0,110,80
263,1392.0,0.0,600.0,-100.0,592,387
264,800.0,0.0,325.0,-125.0,584,60
265,653.0,0.0,300.0,-200.0,86,-97
267,100.0,0.0,2.0,-2.0,59,-1
292,100.0,0.0,17.35,-17.35,47,12
294,100.0,0.0,12.83,-12.8,53,-3
295,150.0,0.0,38.0,-38.0,53,-18
296,108.0,0.0,6.0,-6.0,85,1
222,184.0,0.0,80.0,40.0,151,47
247,567.0,0.0,210.0,-210.0,113,-71
248,723.0,0.0,280.0,-280.0,61,-100
249,1310.0,0.0,420.0,-420.0,651,-394
250,334.0,0.0,100.0,-100.0,301,-74
251,472.0,0.0,224.0,-224.0,436,-202
252,430.0,0.0,350.0,0.0,223,293
253,285.0,0.0,120.0,0.0,249,13
254,510.0,0.0,224.0,-224.0,457,-214
255,600.0,0.0,200.0,-200.0,56,-93
256,137.0,0.0,42.0,0.0,87,9
257,2399.005,0.0,10.0,0.0,1992,9
258,145.0,0.0,25.0,0.0,37,1
259,265.0,0.0,90.0,-90.0,203,48
260,500.0,0.0,150.0,-150.0,430,-112
261,500.0,0.0,150.0,0.0,137,17
262,216.0,0.0,87.0,0.0,60,10
263,1392.0,0.0,600.0,-100.0,532,526
264,800.0,0.0,325.0,-125.0,626,-92
265,653.0,0.0,300.0,-200.0,531,96
267,100.0,0.0,2.0,-2.0,27,0
292,100.0,0.0,17.35,-17.35,94,4
294,100.0,0.0,12.83,-12.8,82,-6
295,150.0,0.0,38.0,-38.0,140,-28
296,108.0,0.0,6.0,-6.0,10,3
222,184.0,0.0,80.0,40.0,118,51
247,567.0,0.0,210.0,-210.0,360,201
248,723.0,0.0,280.0,-280.0,23,-181
249,1310.0,0.0,420.0,-420.0,598,53
250,334.0,0.0,100.0,-100.0,161,-70
251,472.0,0.0,224.0,-224.0,207,-218
252,430.0,0.0,350.0,0.0,72,233
253,285.0,0.0,120.0,0.0,270,9
254,510.0,0.0,224.0,-224.0,203,-151
255,600.0,0.0,200.0,-200.0,224,111
256,137.0,0.0,42.0,0.0,70,20
257,2399.005,0.0,10.0,0.0,1673,4
258,145.0,0.0,25.0,0.0,63,19
259,265.0,0.0,90.0,-90.0,199,-43
260,500.0,0.0,150.0,-150.0,109,68
261,500.0,0.0,150.0,0.0,396,121
262,216.0,0.0,87.0,0.0,113,33
263,1392.0,0.0,600.0,-100.0,780,308
264,800.0,0.0,325.0,-125.0,755,-105
265,653.0,0.0,300.0,-200.0,287,52
267,100.0,0.0,2.0,-2.0,85,0
292,100.0,0.0,17.35,-17.35,13,-6
294,100.0,0.0,12.83,-12.8,99,2
295,150.0,0.0,38.0,-38.0,109,27
296,108.0,0.0,6.0,-6.0,88,5
222,184.0,0.0,80.0,40.0,120,69
247,567.0,0.0,210.0,-210.0,360,-149
248,723.0,0.0,280.0,-280.0,81,-152
249,1310.0,0.0,420.0,-420.0,876,-409
250,334.0,0.0,100.0,-100.0,48,-39
251,472.0,0.0,224.0,-224.0,218,81
252,430.0,0.0,350.0,0.0,46,191
253,285.0,0.0,120.0,0.0,63,55
254,510.0,0.0,224.0,-224.0,346,-134
255,600.0,0.0,200.0,-200.0,386,129
256,137.0,0.0,42.0,0.0,115,35
257,2399.005,0.0,10.0,0.0,595,5
258,145.0,0.0,25.0,0.0,101,19
259,265.0,0.0,90.0,-90.0,20,30
260,500.0,0.0,150.0,-150.0,151,114
261,500.0,0.0,150.0,0.0,418,138
262,216.0,0.0,87.0,0.0,174,0
263,1392.0,0.0,600.0,-100.0,384,579
264,800.0,0.0,325.0,-125.0,639,217
265,653.0,0.0,300.0,-200.0,266,117
267,100.0,0.0,2.0,-2.0,65,0
292,100.0,0.0,17.35,-17.35,1,7
294,100.0,0.0,12.83,-12.8,82,3
295,150.0,0.0,38.0,-38.0,52,-19
296,108.0,0.0,6.0,-6.0,69,0
222,184.0,0.0,80.0,40.0,40,73
247,567.0,0.0,210.0,-210.0,150,-14
248,723.0,0.0,280.0,-280.0,402,61
249,1310.0,0.0,420.0,-420.0,921,249
250,334.0,0.0,100.0,-100.0,76,-22
251,472.0,0.0,224.0,-224.0,433,-128
252,430.0,0.0,350.0,0.0,157,253
253,285.0,0.0,120.0,0.0,264,66
254,510.0,0.0,224.0,-224.0,303,-185
255,600.0,0.0,200.0,-200.0,147,-158
256,137.0,0.0,42.0,0.0,15,2
257,2399.005,0.0,10.0,0.0,2264,8
258,145.0,0.0,25.0,0.0,36,6
259,265.0,0.0,90.0,-90.0,81,34
260,500.0,0.0,150.0,-150.0,206,-44
261,500.0,0.0,150.0,0.0,162,148
262,216.0,0.0,87.0,0.0,170,60
263,1392.0,0.0,600.0,-100.0,163,131
264,800.0,0.0,325.0,-125.0,559,-27
265,653.0,0.0,300.0,-200.0,127,81
267,100.0,0.0,2.0,-2.0,52,1
292,100.0,0.0,17.35,-17.35,29,14
294,100.0,0.0,12.83,-12.8,57,-1
295,150.0,0.0,38.0,-38.0,20,28
296,108.0,0.0,6.0,-6.0,26,-2
222,184.0,0.0,80.0,40.0,81,51
247,567.0,0.0,210.0,-210.0,46,109
248,723.0,0.0,280.0,-280.0,695,-262
249,1310.0,0.0,420.0,-420.0,274,409
250,334.0,0.0,100.0,-100.0,278,3
251,472.0,0.0,224.0,-224.0,122,-32
252,430.0,0.0,350.0,0.0,151,164
253,285.0,0.0,120.0,0.0,239,27
254,510.0,0.0,224.0,-224.0,237,43
255,600.0,0.0,200.0,-200.0,423,31
256,137.0,0.0,42.0,0.0,86,38
257,2399.005,0.0,10.0,0.0,470,7
258,145.0,0.0,25.0,0.0,59,0
259,265.0,0.0,90.0,-90.0,53,79
260,500.0,0.0,150.0,-150.0,83,-123
261,500.0,0.0,150.0,0.0,71,138
262,216.0,0.0,87.0,0.0,137,7
263,1392.0,0.0,600.0,-100.0,242,547
264,800.0,0.0,325.0,-125.0,365,-9
265,653.0,0.0,300.0,-200.0,516,-53
267,100.0,0.0,2.0,-2.0,46,-1
292,100.0,0.0,17.35,-17.35,74,-5
294,100.0,0.0,12.83,-12.8,69,-4
295,150.0,0.0,38.0,-38.0,141,34
296,108.0,0.0,6.0,-6.0,3,-6
222,184.0,0.0,80.0,40.0,70,61
247,567.0,0.0,210.0,-210.0,426,79
248,723.0,0.0,280.0,-280.0,76,-178
249,1310.0,0.0,420.0,-420.0,240,46
250,334.0,0.0,100.0,-100.0,34,-69
251,472.0,0.0,224.0,-224.0,389,181
252,430.0,0.0,350.0,0.0,417,141
253,285.0,0.0,120.0,0.0,228,92
254,510.0,0.0,224.0,-224.0,308,-101
255,600.0,0.0,200.0,-200.0,553,-177
256,137.0,0.0,42.0,0.0,73,20
257,2399.005,0.0,10.0,0.0,1705,0
258,145.0,0.0,25.0,0.0,42,4
259,265.0,0.0,90.0,-90.0,261,-70
260,500.0,0.0,150.0,-150.0,242,-105
261,500.0,0.0,150.0,0.0,115,113
262,216.0,0.0,87.0,0.0,7,30
263,1392.0,0.0,600.0,-100.0,448,123
264,800.0,0.0,325.0,-125.0,386,236
265,653.0,0.0,300.0,-200.0,169,109
267,100.0,0.0,2.0,-2.0,25,0
292,100.0,0.0,17.35,-17.35,62,15
294,100.0,0.0,12.83,-12.8,17,9
295,150.0,0.0,38.0,-38.0,149,28
296,108.0,0.0,6.0,-6.0,62,-3
222,184.0,0.0,80.0,40.0,149,77
247,567.0,0.0,210.0,-210.0,412,151
248,723.0,0.0,280.0,-280.0,23,-201
249,1310.0,0.0,420.0,-420.0,1153,-7
250,334.0,0.0,100.0,-100.0,100,-88
251,472.0,0.0,224.0,-224.0,237,94
252,430.0,0.0,350.0,0.0,98,26
253,285.0,0.0,120.0,0.0,35,90
254,510.0,0.0,224.0,-224.0,87,-193
255,600.0,0.0,200.0,-200.0,111,-90
256,137.0,0.0,42.0,0.0,89,34
257,2399.005,0.0,10.0,0.0,899,5
258,145.0,0.0,25.0,0.0,109,23
259,265.0,0.0,90.0,-90.0,240,84
260,500.0,0.0,150.0,-150.0,308,-45
261,500.0,0.0,150.0,0.0,64,91
262,216.0,0.0,87.0,0.0,96,55
263,1392.0,0.0,600.0,-100.0,1386,361
264,800.0,0.0,325.0,-125.0,725,-33
265,653.0,0.0,300.0,-200.0,568,61
267,100.0,0.0,2.0,-2.0,88,1
292,100.0,0.0,17.35,-17.35,51,-10
294,100.0,0.0,12.83,-12.8,46,4
295,150.0,0.0,38.0,-38.0,21,-1
296,108.0,0.0,6.0,-6.0,58,1
222,184.0,0.0,80.0,40.0,120,74
247,567.0,0.0,210.0,-210.0,164,-23
248,723.0,0.0,280.0,-280.0,23,60
249,1310.0,0.0,420.0,-420.0,749,-121
250,334.0,0.0,100.0,-100.0,229,-51
251,472.0,0.0,224.0,-224.0,203,-83
252,430.0,0.0,350.0,0.0,175,147
253,285.0,0.0,120.0,0.0,61,0
254,510.0,0.0,224.0,-224.0,140,156
255,600.0,0.0,200.0,-200.0,241,-87
256,137.0,0.0,42.0,0.0,25,13
257,2399.005,0.0,10.0,0.0,859,8
258,145.0,0.0,25.0,0.0,131,20
259,265.0,0.0,90.0,-90.0,6,56
260,500.0,0.0,150.0,-150.0,139,-134
261,500.0,0.0,150.0,0.0,83,28
262,216.0,0.0,87.0,0.0,84,53
263,1392.0,0.0,600.0,-100.0,293,70
264,800.0,0.0,325.0,-125.0,543,-62
265,653.0,0.0,300.0,-200.0,323,122
267,100.0,0.0,2.0,-2.0,92,-1
292,100.0,0.0,17.35,-17.35,27,-1
294,100.0,0.0,12.83,-12.8,28,-9
295,150.0,0.0,38.0,-38.0,75,-30
296,108.0,0.0,6.0,-6.0,26,1
222,184.0,0.0,80.0,40.0,90,68
247,567.0,0.0,210.0,-210.0,321,63
248,723.0,0.0,280.0,-280.0,262,-121
249,1310.0,0.0,420.0,-420.0,994,-336
250,334.0,0.0,100.0,-100.0,286,-1
251,472.0,0.0,224.0,-224.0,232,196
252,430.0,0.0,350.0,0.0,161,184
253,285.0,0.0,120.0,0.0,107,36
254,510.0,0.0,224.0,-224.0,455,63
255,600.0,0.0,200.0,-200.0,376,-111
256,137.0,0.0,42.0,0.0,61,10
257,2399.005,0.0,10.0,0.0,1679,1
258,145.0,0.0,25.0,0.0,60,0
259,265.0,0.0,90.0,-90.0,166,-61
260,500.0,0.0,150.0,-150.0,363,-34
261,500.0,0.0,150.0,0.0,475,83
262,216.0,0.0,87.0,0.0,183,36
263,1392.0,0.0,600.0,-100.0,651,541
264,800.0,0.0,325.0,-125.0,217,10
265,653.0,0.0,300.0,-200.0,14,98
267,100.0,0.0,2.0,-2.0,85,-1
292,100.0,0.0,17.35,-17.35,85,-3
294,100.0,0.0,12.83,-12.8,75,-9
295,150.0,0.0,38.0,-38.0,39,34
296,108.0,0.0,6.0,-6.0,98,-2
222,184.0,0.0,80.0,40.0,115,47
247,567.0,0.0,210.0,-210.0,370,-200
248,723.0,0.0,280.0,-280.0,528,-111
249,1310.0,0.0,420.0,-420.0,967,374
250,334.0,0.0,100.0,-100.0,295,-94
251,472.0,0.0,224.0,-224.0,387,-196
252,430.0,0.0,350.0,0.0,251,277
253,285.0,0.0,120.0,0.0,66,72
254,510.0,0.0,224.0,-224.0,288,85
255,600.0,0.0,200.0,-200.0,283,-36
256,137.0,0.0,42.0,0.0,67,38
257,2399.005,0.0,10.0,0.0,421,6
258,145.0,0.0,25.0,0.0,90,13
259,265.0,0.0,90.0,-90.0,181,-38
260,500.0,0.0,150.0,-150.0,94,147
261,500.0,0.0,150.0,0.0,14,70
262,216.0,0.0,87.0,0.0,37,47
263,1392.0,0.0,600.0,-100.0,990,-62
264,800.0,0.0,325.0,-125.0,460,303
265,653.0,0.0,300.0,-200.0,586,-154
267,100.0,0.0,2.0,-2.0,83,-2
292,100.0,0.0,17.35,-17.35,83,10
294,100.0,0.0,12.83,-12.8,60,3
295,150.0,0.0,38.0,-38.0,126,24
296,108.0,0.0,6.0,-6.0,76,-6
222,184.0,0.0,80.0,40.0,71,62
247,567.0,0.0,210.0,-210.0,380,-68
248,723.0,0.0,280.0,-280.0,367,217
249,1310.0,0.0,420.0,-420.0,679,265
250,334.0,0.0,100.0,-100.0,212,94
251,472.0,0.0,224.0,-224.0,308,143
252,430.0,0.0,350.0,0.0,355,345
253,285.0,0.0,120.0,0.0,122,1
254,510.0,0.0,224.0,-224.0,465,-46
255,600.0,0.0,200.0,-200.0,74,181
256,137.0,0.0,42.0,0.0,54,5
257,2399.005,0.0,10.0,0.0,2089,2
258,145.0,0.0,25.0,0.0,140,15
259,265.0,0.0,90.0,-90.0,44,70
260,500.0,0.0,150.0,-150.0,405,-111
261,500.0,0.0,150.0,0.0,456,15
262,216.0,0.0,87.0,0.0,54,1
263,1392.0,0.0,600.0,-100.0,1250,288
264,800.0,0.0,325.0,-125.0,358,149
265,653.0,0.0,300.0,-200.0,322,75
267,100.0,0.0,2.0,-2.0,56,1
292,100.0,0.0,17.35,-17.35,52,-7
294,100.0,0.0,12.83,-12.8,9,-11
295,150.0,0.0,38.0,-38.0,141,34
296,108.0,0.0,6.0,-6.0,56,-3
222,184.0,0.0,80.0,40.0,33,45
247,567.0,0.0,210.0,-210.0,85,158
248,723.0,0.0,280.0,-280.0,420,-30
249,1310.0,0.0,420.0,-420.0,573,-405
250,334.0,0.0,100.0,-100.0,42,60
251,472.0,0.0,224.0,-224.0,0,-19
252,430.0,0.0,350.0,0.0,342,275
253,285.0,0.0,120.0,0.0,195,9
254,510.0,0.0,224.0,-224.0,239,-102
255,600.0,0.0,200.0,-200.0,344,59
256,137.0,0.0,42.0,0.0,110,39
257,2399.005,0.0,10.0,0.0,2341,0
258,145.0,0.0,25.0,0.0,122,7
259,265.0,0.0,90.0,-90.0,130,-90
260,500.0,0.0,150.0,-150.0,13,16
261,500.0,0.0,150.0,0.0,303,113
262,216.0,0.0,87.0,0.0,62,53
263,1392.0,0.0,600.0,-100.0,608,32
264,800.0,0.0,325.0,-125.0,650,289
265,653.0,0.0,300.0,-200.0,641,10
267,100.0,0.0,2.0,-2.0,50,-1
292,100.0,0.0,17.35,-17.35,18,11
294,100.0,0.0,12.83,-12.8,87,2
295,150.0,0.0,38.0,-38.0,125,7
296,108.0,0.0,6.0,-6.0,52,-3
222,184.0,0.0,80.0,40.0,182,45
247,567.0,0.0,210.0,-210.0,45,-142
248,723.0,0.0,280.0,-280.0,34,-138
249,1310.0,0.0,420.0,-420.0,308,-338
250,334.0,0.0,100.0,-100.0,45,56
251,472.0,0.0,224.0,-224.0,132,133
252,430.0,0.0,350.0,0.0,332,82
253,285.0,0.0,120.0,0.0,79,28
254,510.0,0.0,224.0,-224.0,141,47
255,600.0,0.0,200.0,-200.0,547,-149
256,137.0,0.0,42.0,0.0,3,35
257,2399.005,0.0,10.0,0.0,2347,3
258,145.0,0.0,25.0,0.0,32,13
259,265.0,0.0,90.0,-90.0,219,24
260,500.0,0.0,150.0,-150.0,230,-118
261,500.0,0.0,150.0,0.0,102,25
262,216.0,0.0,87.0,0.0,144,21
263,1392.0,0.0,600.0,-100.0,307,208
264,800.0,0.0,325.0,-125.0,383,310
265,653.0,0.0,300.0,-200.0,467,-76
267,100.0,0.0,2.0,-2.0,73,1
292,100.0,0.0,17.35,-17.35,45,14
294,100.0,0.0,12.83,-12.8,21,-12
295,150.0,0.0,38.0,-38.0,9,-23
296,108.0,0.0,6.0,-6.0,58,4
222,184.0,0.0,80.0,40.0,18,69
247,567.0,0.0,210.0,-210.0,107,113
248,723.0,0.0,280.0,-280.0,714,-87
249,1310.0,0.0,420.0,-420.0,546,325
250,334.0,0.0,100.0,-100.0,15,88
251,472.0,0.0,224.0,-224.0,258,185
252,430.0,0.0,350.0,0.0,333,271
253,285.0,0.0,120.0,0.0,200,116
254,510.0,0.0,224.0,-224.0,29,210
255,600.0,0.0,200.0,-200.0,268,-68
256,137.0,0.0,42.0,0.0,53,24
257,2399.005,0.0,10.0,0.0,124,3
258,145.0,0.0,25.0,0.0,37,3
259,265.0,0.0,90.0,-90.0,36,81
260,500.0,0.0,150.0,-150.0,180,-43
261,500.0,0.0,150.0,0.0,375,51
262,216.0,0.0,87.0,0.0,123,80
263,1392.0,0.0,600.0,-100.0,679,340
264,800.0,0.0,325.0,-125.0,523,97
265,653.0,0.0,300.0,-200.0,611,65
267,100.0,0.0,2.0,-2.0,28,1
292,100.0,0.0,17.35,-17.35,1,16
294,100.0,0.0,12.83,-12.8,4,-12
295,150.0,0.0,38.0,-38.0,137,-8
296,108.0,0.0,6.0,-6.0,13,2
222,184.0,0.0,80.0,40.0,151,56
247,567.0,0.0,210.0,-210.0,558,-14
248,723.0,0.0,280.0,-280.0,281,-109
249,1310.0,0.0,420.0,-420.0,368,367
250,334.0,0.0,100.0,-100.0,209,-100
251,472.0,0.0,224.0,-224.0,225,-49
252,430.0,0.0,350.0,0.0,257,181
253,285.0,0.0,120.0,0.0,196,34
254,510.0,0.0,224.0,-224.0,498,69
255,600.0,0.0,200.0,-200.0,389,-123
256,137.0,0.0,42.0,0.0,21,2
257,2399.005,0.0,10.0,0.0,1123,6
258,145.0,0.0,25.0,0.0,1,22
259,265.0,0.0,90.0,-90.0,83,21
260,500.0,0.0,150.0,-150.0,269,-47
261,500.0,0.0,150.0,0.0,175,135
262,216.0,0.0,87.0,0.0,133,84
263,1392.0,0.0,600.0,-100.0,625,250
264,800.0,0.0,325.0,-125.0,377,182
265,653.0,0.0,300.0,-200.0,209,-40
267,100.0,0.0,2.0,-2.0,51,-1
292,100.0,0.0,17.35,-17.35,25,9
294,100.0,0.0,12.83,-12.8,51,0
295,150.0,0.0,38.0,-38.0,116,29
296,108.0,0.0,6.0,-6.0,99,2
222,184.0,0.0,80.0,40.0,36,65
247,567.0,0.0,210.0,-210.0,197,-56
248,723.0,0.0,280.0,-280.0,82,-260
249,1310.0,0.0,420.0,-420.0,779,-156
250,334.0,0.0,100.0,-100.0,292,-21
251,472.0,0.0,224.0,-224.0,337,-216
252,430.0,0.0,350.0,0.0,370,329
253,285.0,0.0,120.0,0.0,130,48
254,510.0,0.0,224.0,-224.0,79,-94
255,600.0,0.0,200.0,-200.0,81,-158
256,137.0,0.0,42.0,0.0,18,36
257,2399.005,0.0,10.0,0.0,826,9
258,145.0,0.0,25.0,0.0,107,12
259,265.0,0.0,90.0,-90.0,258,67
260,500.0,0.0,150.0,-150.0,3,137
261,500.0,0.0,150.0,0.0,60,128
262,216.0,0.0,87.0,0.0,189,77
263,1392.0,0.0,600.0,-100.0,1064,124
264,800.0,0.0,325.0,-125.0,185,49
265,653.0,0.0,300.0,-200.0,238,186
267,100.0,0.0,2.0,-2.0,85,1
292,100.0,0.0,17.35,-17.35,57,6
294,100.0,0.0,12.83,-12.8,59,3
295,150.0,0.0,38.0,-38.0,64,1
296,108.0,0.0,6.0,-6.0,63,-6
222,184.0,0.0,80.0,40.0,66,66
247,567.0,0.0,210.0,-210.0,82,-15
248,723.0,0.0,280.0,-280.0,291,214
249,1310.0,0.0,420.0,-420.0,306,1
250,334.0,0.0,100.0,-100.0,122,-16
251,472.0,0.0,224.0,-224.0,26,-108
252,430.0,0.0,350.0,0.0,273,328
253,285.0,0.0,120.0,0.0,283,36
254,510.0,0.0,224.0,-224.0,193,-186
255,600.0,0.0,200.0,-200.0,198,174
256,137.0,0.0,42.0,0.0,107,29
257,2399.005,0.0,10.0,0.0,1738,8
258,145.0,0.0,25.0,0.0,82,18
259,265.0,0.0,90.0,-90.0,35,-50
260,500.0,0.0,150.0,-150.0,148,15
261,500.0,0.0,150.0,0.0,267,114
262,216.0,0.0,87.0,0.0,22,33
263,1392.0,0.0,600.0,-100.0,49,269
264,800.0,0.0,325.0,-125.0,133,158
265,653.0,0.0,300.0,-200.0,651,-169
267,100.0,0.0,2.0,-2.0,22,-2
292,100.0,0.0,17.35,-17.35,85,-12
294,100.0,0.0,12.83,-12.8,27,-1
295,150.0,0.0,38.0,-38.0,4,-30
296,108.0,0.0,6.0,-6.0,69,-4
222,184.0,0.0,80.0,40.0,31,74
247,567.0,0.0,210.0,-210.0,510,-196
248,723.0,0.0,280.0,-280.0,659,163
249,1310.0,0.0,420.0,-420.0,734,15
250,334.0,0.0,100.0,-100.0,65,-5
251,472.0,0.0,224.0,-224.0,320,179
252,430.0,0.0,350.0,0.0,373,247
253,285.0,0.0,120.0,0.0,195,57
254,510.0,0.0,224.0,-224.0,495,-119
255,600.0,0.0,200.0,-200.0,225,-186
256,137.0,0.0,42.0,0.0,124,7
257,2399.005,0.0,10.0,0.0,962,8
258,145.0,0.0,25.0,0.0,102,17
259,265.0,0.0,90.0,-90.0,29,-30
260,500.0,0.0,150.0,-150.0,280,-144
261,500.0,0.0,150.0,0.0,263,103
262,216.0,0.0,87.0,0.0,3,81
263,1392.0,0.0,600.0,-100.0,1146,80
264,800.0,0.0,325.0,-125.0,363,73
265,653.0,0.0,300.0,-200.0,354,-12
267,100.0,0.0,2.0,-2.0,12,-1
292,100.0,0.0,17.35,-17.35,25,-10
294,100.0,0.0,12.83,-12.8,79,-11
295,150.0,0.0,38.0,-38.0,29,-6
